OrderID,InvoiceNo,OrderDate,Year,Month,MonthName,WeekOfYear,Weekday,CustomerID,CustomerName,Region,Country,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Cost,ShippingCost,Profit,OrderPriority,Channel,ProfitMarginPct,GrossMargin
ORD10117,INV20117,2024-08-26,2024,8,Aug,35,Monday,C1117,Customer 336,West,Oman,P912,OTC Model 45,Pharmaceuticals,OTC,1,4367.01,0.2,3493.61,3623.03,60.86,-190.28,Medium,Online,-0.0545,-129.42
ORD10118,INV20118,2025-07-13,2025,7,Jul,28,Sunday,C1747,Customer 49,South,Sri Lanka,P508,Writing Model 27,Office Supplies,Writing,4,3053.24,0.1,10991.66,8271.1,76.28,2644.28,Medium,Retail,0.2406,2720.56
ORD10119,INV20119,2025-02-05,2025,2,Feb,6,Wednesday,C1095,Customer 222,South,Maldives,P193,OTC Model 6,Pharmaceuticals,OTC,3,4924.96,0.0,14774.88,11844.57,21.22,2909.09,Medium,Online,0.1969,2930.31
ORD10120,INV20120,2023-09-24,2023,9,Sep,38,Sunday,C1362,Customer 341,Central,India,P225,Binders Model 27,Office Supplies,Binders,5,1709.23,0.15,7264.23,6758.77,10.42,495.04,High,Retail,0.0681,505.46
ORD10121,INV20121,2024-08-12,2024,8,Aug,33,Monday,C1217,Customer 80,Central,India,P691,Paper Model 33,Office Supplies,Paper,4,1767.42,0.15,6009.23,5452.49,50.7,506.04,Low,Online,0.0842,556.74
ORD10122,INV20122,2025-01-22,2025,1,Jan,4,Wednesday,C1997,Customer 393,North,Nepal,P965,Tables Model 36,Furniture,Tables,2,923.12,0.2,1476.99,1291.46,47.7,137.83,Medium,Retail,0.0933,185.53
ORD10123,INV20123,2023-02-23,2023,2,Feb,8,Thursday,C1780,Customer 159,Central,India,P379,Phones Model 45,Electronics,Phones,4,3334.51,0.1,12004.24,8048.32,96.5,3859.42,Low,Online,0.3215,3955.92
ORD10124,INV20124,2023-10-21,2023,10,Oct,42,Saturday,C1995,Customer 16,Central,India,P858,Phones Model 41,Electronics,Phones,2,4984.53,0.0,9969.06,6984.91,63.58,2920.57,Medium,Online,0.293,2984.15
ORD10125,INV20125,2025-05-09,2025,5,May,19,Friday,C1332,Customer 398,West,UAE,P419,Tables Model 47,Furniture,Tables,2,4495.37,0.2,7192.59,5498.21,27.16,1667.22,Medium,Distributor,0.2318,1694.38
ORD10126,INV20126,2023-11-15,2023,11,Nov,46,Wednesday,C1453,Customer 339,South,Maldives,P183,Accessories Model 18,Electronics,Accessories,1,2386.73,0.15,2028.72,1717.14,15.91,295.67,Medium,Online,0.1457,311.58
ORD10127,INV20127,2024-07-13,2024,7,Jul,28,Saturday,C1290,Customer 348,South,Maldives,P540,Laptops Model 8,Electronics,Laptops,4,2820.22,0.2,9024.7,6729.86,26.37,2268.47,Medium,Retail,0.2514,2294.84
ORD10128,INV20128,2023-04-04,2023,4,Apr,14,Tuesday,C1968,Customer 109,South,Sri Lanka,P309,Phones Model 20,Electronics,Phones,5,175.66,0.05,834.38,524.21,74.44,235.73,High,Online,0.2825,310.17
ORD10129,INV20129,2023-09-03,2023,9,Sep,35,Sunday,C1545,Customer 361,North,Nepal,P232,OTC Model 25,Pharmaceuticals,OTC,1,1148.76,0.05,1091.32,711.45,70.47,309.4,Medium,Retail,0.2835,379.87
ORD10130,INV20130,2024-12-26,2024,12,Dec,52,Thursday,C1943,Customer 40,North,Nepal,P119,Laptops Model 30,Electronics,Laptops,1,565.34,0.1,508.81,446.6,26.07,36.14,Medium,Retail,0.071,62.21
ORD10131,INV20131,2025-05-05,2025,5,May,19,Monday,C1820,Customer 317,East,India,P432,OTC Model 11,Pharmaceuticals,OTC,2,1253.7,0.15,2131.29,1922.37,87.01,121.91,High,Distributor,0.0572,208.92
ORD10132,INV20132,2023-06-30,2023,6,Jun,26,Friday,C1536,Customer 41,West,India,P703,Tables Model 26,Furniture,Tables,3,1501.08,0.15,3827.75,3687.71,11.17,128.87,High,Retail,0.0337,140.04
ORD10133,INV20133,2024-03-29,2024,3,Mar,13,Friday,C1543,Customer 262,East,India,P748,Accessories Model 8,Electronics,Accessories,1,181.33,0.05,172.26,109.6,62.47,0.19,High,Online,0.0011,62.66
ORD10134,INV20134,2023-10-30,2023,10,Oct,44,Monday,C1616,Customer 79,South,India,P302,Tables Model 12,Furniture,Tables,4,1929.48,0.0,7717.92,5611.61,34.13,2072.18,Low,Retail,0.2685,2106.31
ORD10135,INV20135,2025-10-08,2025,10,Oct,41,Wednesday,C1650,Customer 320,West,Oman,P678,Supplement Model 42,Pharmaceuticals,Supplement,4,4744.84,0.1,17081.42,14786.47,22.61,2272.34,High,Retail,0.133,2294.95
ORD10136,INV20136,2023-11-06,2023,11,Nov,45,Monday,C1815,Customer 141,West,India,P746,Prescription Model 20,Pharmaceuticals,Prescription,5,1379.95,0.2,5519.8,4916.0,67.01,536.79,Low,Retail,0.0972,603.8
ORD10137,INV20137,2024-09-27,2024,9,Sep,39,Friday,C1078,Customer 331,West,UAE,P477,Phones Model 19,Electronics,Phones,1,4182.9,0.0,4182.9,3535.89,57.31,589.7,Medium,Retail,0.141,647.01
ORD10138,INV20138,2025-08-05,2025,8,Aug,32,Tuesday,C1329,Customer 310,Central,India,P767,Supplement Model 13,Pharmaceuticals,Supplement,1,141.03,0.15,119.88,116.25,20.6,-16.97,Medium,Distributor,-0.1416,3.63
ORD10139,INV20139,2025-07-11,2025,7,Jul,28,Friday,C1040,Customer 127,North,Nepal,P761,Accessories Model 12,Electronics,Accessories,4,1071.79,0.15,3644.09,2372.08,22.32,1249.69,Critical,Retail,0.3429,1272.01
ORD10140,INV20140,2023-11-22,2023,11,Nov,47,Wednesday,C1346,Customer 348,East,Bangladesh,P518,Writing Model 50,Office Supplies,Writing,5,4576.34,0.2,18305.36,15459.59,44.48,2801.29,Low,Retail,0.153,2845.77
ORD10141,INV20141,2024-11-16,2024,11,Nov,46,Saturday,C1290,Customer 130,North,Nepal,P794,Accessories Model 25,Electronics,Accessories,1,873.1,0.2,698.48,673.52,17.45,7.51,High,Online,0.0108,24.96
ORD10142,INV20142,2023-10-17,2023,10,Oct,42,Tuesday,C1960,Customer 44,East,Bangladesh,P709,OTC Model 46,Pharmaceuticals,OTC,3,1810.58,0.1,4888.57,4159.16,36.74,692.67,Medium,Retail,0.1417,729.41
ORD10143,INV20143,2024-11-03,2024,11,Nov,44,Sunday,C1520,Customer 186,South,Maldives,P786,Accessories Model 28,Electronics,Accessories,5,204.36,0.0,1021.8,642.38,63.56,315.86,Low,Online,0.3091,379.42
ORD10144,INV20144,2024-03-14,2024,3,Mar,11,Thursday,C1079,Customer 152,East,Bangladesh,P240,Chairs Model 10,Furniture,Chairs,1,3004.37,0.0,3004.37,1953.66,79.38,971.33,Medium,Retail,0.3233,1050.71
ORD10145,INV20145,2023-03-19,2023,3,Mar,11,Sunday,C1166,Customer 93,East,Myanmar,P485,Storage Model 10,Furniture,Storage,1,3654.53,0.2,2923.62,2553.23,71.96,298.43,High,Online,0.1021,370.39
ORD10146,INV20146,2025-06-15,2025,6,Jun,24,Sunday,C1992,Customer 228,North,Nepal,P836,Binders Model 16,Office Supplies,Binders,4,1397.12,0.2,4470.78,4063.21,42.49,365.08,Low,Retail,0.0817,407.57
ORD10147,INV20147,2025-07-08,2025,7,Jul,28,Tuesday,C1925,Customer 100,South,Maldives,P928,Tables Model 31,Furniture,Tables,2,4753.67,0.1,8556.61,6501.14,26.66,2028.81,Medium,Retail,0.2371,2055.47
ORD10148,INV20148,2025-06-21,2025,6,Jun,25,Saturday,C1989,Customer 83,West,UAE,P640,Supplement Model 27,Pharmaceuticals,Supplement,7,2472.65,0.05,16443.12,10668.35,98.89,5675.88,High,Online,0.3452,5774.77
ORD10149,INV20149,2024-05-27,2024,5,May,22,Monday,C1728,Customer 265,North,Bhutan,P667,Prescription Model 7,Pharmaceuticals,Prescription,1,3542.6,0.0,3542.6,2931.77,26.25,584.58,Low,Retail,0.165,610.83
ORD10150,INV20150,2024-07-12,2024,7,Jul,28,Friday,C1836,Customer 231,West,Oman,P193,Tables Model 15,Furniture,Tables,2,3502.23,0.1,6304.01,4477.28,93.2,1733.53,High,Online,0.275,1826.73
ORD10151,INV20151,2025-03-22,2025,3,Mar,12,Saturday,C1229,Customer 15,Central,India,P183,Tables Model 24,Furniture,Tables,7,3001.54,0.1,18909.7,13005.73,20.85,5883.12,High,Retail,0.3111,5903.97
ORD10152,INV20152,2024-11-17,2024,11,Nov,46,Sunday,C1712,Customer 72,South,India,P949,Laptops Model 31,Electronics,Laptops,2,3637.6,0.15,6183.92,4144.0,38.38,2001.54,Medium,Online,0.3237,2039.92
ORD10153,INV20153,2023-06-12,2023,6,Jun,24,Monday,C1623,Customer 271,North,Nepal,P661,Chairs Model 47,Furniture,Chairs,5,1203.15,0.15,5113.39,3352.7,88.31,1672.38,Low,Online,0.3271,1760.69
ORD10154,INV20154,2024-09-08,2024,9,Sep,36,Sunday,C1468,Customer 33,North,India,P754,Tables Model 40,Furniture,Tables,1,4379.77,0.0,4379.77,3103.86,94.52,1181.39,High,Online,0.2697,1275.91
ORD10155,INV20155,2023-02-03,2023,2,Feb,5,Friday,C1629,Customer 181,Central,India,P539,Tables Model 1,Furniture,Tables,5,3156.15,0.05,14991.71,12815.6,98.57,2077.54,Medium,Online,0.1386,2176.11
ORD10156,INV20156,2023-06-25,2023,6,Jun,25,Sunday,C1805,Customer 260,Central,India,P657,Accessories Model 33,Electronics,Accessories,4,596.85,0.2,1909.92,1567.06,35.85,307.01,Low,Distributor,0.1607,342.86
ORD10157,INV20157,2023-03-31,2023,3,Mar,13,Friday,C1807,Customer 35,West,UAE,P116,Binders Model 23,Office Supplies,Binders,2,138.48,0.1,249.26,234.4,48.5,-33.64,Low,Retail,-0.135,14.86
ORD10158,INV20158,2023-08-01,2023,8,Aug,31,Tuesday,C1346,Customer 330,Central,India,P460,Chairs Model 35,Furniture,Chairs,4,492.58,0.05,1871.8,1330.51,89.12,452.17,High,Retail,0.2416,541.29
ORD10159,INV20159,2025-09-07,2025,9,Sep,36,Sunday,C1037,Customer 151,South,India,P894,Accessories Model 30,Electronics,Accessories,3,4956.28,0.05,14125.4,9211.27,94.85,4819.28,Low,Online,0.3412,4914.13
ORD10160,INV20160,2023-03-27,2023,3,Mar,13,Monday,C1037,Customer 386,East,Bangladesh,P584,Supplement Model 17,Pharmaceuticals,Supplement,3,923.81,0.05,2632.86,1707.61,26.78,898.47,Low,Distributor,0.3413,925.25
ORD10161,INV20161,2023-04-08,2023,4,Apr,14,Saturday,C1761,Customer 226,East,Bangladesh,P547,Laptops Model 26,Electronics,Laptops,2,4847.06,0.15,8240.0,7902.02,93.5,244.48,Low,Online,0.0297,337.98
ORD10162,INV20162,2025-10-15,2025,10,Oct,42,Wednesday,C1080,Customer 221,East,Myanmar,P844,Paper Model 28,Office Supplies,Paper,4,811.78,0.2,2597.7,2580.65,30.2,-13.15,Critical,Online,-0.0051,17.05
ORD10163,INV20163,2024-08-24,2024,8,Aug,34,Saturday,C1313,Customer 229,East,India,P776,Laptops Model 19,Electronics,Laptops,3,502.86,0.2,1206.86,1226.83,33.9,-53.87,Medium,Online,-0.0446,-19.97
ORD10164,INV20164,2025-06-28,2025,6,Jun,26,Saturday,C1629,Customer 223,East,Bangladesh,P990,Accessories Model 23,Electronics,Accessories,6,480.58,0.1,2595.13,1939.24,43.54,612.35,Medium,Retail,0.236,655.89
ORD10165,INV20165,2023-04-28,2023,4,Apr,17,Friday,C1695,Customer 82,North,Bhutan,P625,Prescription Model 48,Pharmaceuticals,Prescription,3,1139.91,0.0,3419.73,2581.82,16.85,821.06,Low,Retail,0.2401,837.91
ORD10166,INV20166,2025-06-16,2025,6,Jun,25,Monday,C1375,Customer 186,North,India,P897,Phones Model 42,Electronics,Phones,5,3406.18,0.15,14476.26,12257.47,34.03,2184.76,High,Online,0.1509,2218.79
ORD10167,INV20167,2023-11-11,2023,11,Nov,45,Saturday,C1587,Customer 71,West,UAE,P881,Writing Model 5,Office Supplies,Writing,10,835.1,0.2,6680.8,6799.9,88.47,-207.57,Low,Online,-0.0311,-119.1
ORD10168,INV20168,2024-07-24,2024,7,Jul,30,Wednesday,C1530,Customer 199,South,India,P290,Accessories Model 32,Electronics,Accessories,1,4137.79,0.2,3310.23,2435.76,40.16,834.31,Low,Retail,0.252,874.47
ORD10169,INV20169,2025-07-02,2025,7,Jul,27,Wednesday,C1125,Customer 70,South,Maldives,P602,Binders Model 13,Office Supplies,Binders,4,81.61,0.0,326.44,207.65,65.52,53.27,Medium,Distributor,0.1632,118.79
ORD10170,INV20170,2025-06-30,2025,6,Jun,27,Monday,C1066,Customer 282,North,Bhutan,P455,Binders Model 46,Office Supplies,Binders,5,579.55,0.2,2318.2,2255.34,58.71,4.15,Low,Online,0.0018,62.86
ORD10171,INV20171,2023-11-19,2023,11,Nov,46,Sunday,C1242,Customer 253,South,Sri Lanka,P305,Chairs Model 9,Furniture,Chairs,4,4689.28,0.0,18757.12,14187.24,16.11,4553.77,Low,Retail,0.2428,4569.88
ORD10172,INV20172,2025-08-15,2025,8,Aug,33,Friday,C1734,Customer 369,Central,India,P416,Phones Model 26,Electronics,Phones,2,2931.74,0.15,4983.96,3833.34,65.88,1084.74,Medium,Retail,0.2176,1150.62
ORD10173,INV20173,2023-06-01,2023,6,Jun,22,Thursday,C1529,Customer 177,South,Sri Lanka,P577,Laptops Model 44,Electronics,Laptops,1,4364.11,0.05,4145.9,3674.78,97.2,373.92,High,Retail,0.0902,471.12
ORD10174,INV20174,2024-01-08,2024,1,Jan,2,Monday,C1311,Customer 85,South,Sri Lanka,P630,Phones Model 10,Electronics,Phones,3,159.51,0.05,454.6,309.65,53.98,90.97,Low,Retail,0.2001,144.95
ORD10175,INV20175,2024-12-09,2024,12,Dec,50,Monday,C1979,Customer 283,Central,India,P301,Laptops Model 41,Electronics,Laptops,5,2284.37,0.1,10279.66,6842.68,81.53,3355.45,Low,Online,0.3264,3436.98
ORD10176,INV20176,2023-07-11,2023,7,Jul,28,Tuesday,C1737,Customer 310,Central,India,P774,Chairs Model 40,Furniture,Chairs,2,3418.47,0.1,6153.25,5102.77,34.59,1015.89,High,Retail,0.1651,1050.48
ORD10177,INV20177,2023-02-28,2023,2,Feb,9,Tuesday,C1585,Customer 214,North,India,P315,Binders Model 50,Office Supplies,Binders,4,3210.7,0.2,10274.24,8595.41,34.68,1644.15,Medium,Online,0.16,1678.83
ORD10178,INV20178,2024-08-16,2024,8,Aug,33,Friday,C1464,Customer 38,East,Bangladesh,P515,Storage Model 20,Furniture,Storage,4,204.11,0.0,816.44,608.66,43.17,164.61,Low,Online,0.2016,207.78
ORD10179,INV20179,2025-08-09,2025,8,Aug,32,Saturday,C1326,Customer 376,South,Sri Lanka,P982,Tables Model 46,Furniture,Tables,5,3866.06,0.1,17397.27,15530.64,78.49,1788.14,Critical,Online,0.1028,1866.63
ORD10180,INV20180,2025-01-28,2025,1,Jan,5,Tuesday,C1273,Customer 231,Central,India,P577,Paper Model 8,Office Supplies,Paper,2,4608.2,0.05,8755.58,6774.01,81.69,1899.88,Low,Online,0.217,1981.57
ORD10181,INV20181,2025-02-25,2025,2,Feb,9,Tuesday,C1956,Customer 296,Central,India,P933,Chairs Model 21,Furniture,Chairs,2,3443.55,0.1,6198.39,4676.97,28.05,1493.37,Low,Online,0.2409,1521.42
ORD10182,INV20182,2025-08-14,2025,8,Aug,33,Thursday,C1517,Customer 235,West,UAE,P192,OTC Model 26,Pharmaceuticals,OTC,1,2930.76,0.05,2784.22,1848.42,81.78,854.02,Low,Online,0.3067,935.8
ORD10183,INV20183,2023-04-14,2023,4,Apr,15,Friday,C1867,Customer 56,East,Bangladesh,P649,Prescription Model 1,Pharmaceuticals,Prescription,2,408.61,0.15,694.64,545.7,53.19,95.75,Low,Online,0.1378,148.94
ORD10184,INV20184,2025-01-19,2025,1,Jan,3,Sunday,C1575,Customer 100,West,UAE,P152,Laptops Model 37,Electronics,Laptops,5,2428.51,0.1,10928.3,7060.64,31.78,3835.88,Medium,Online,0.351,3867.66
ORD10185,INV20185,2025-07-11,2025,7,Jul,28,Friday,C1382,Customer 174,Central,India,P199,Phones Model 26,Electronics,Phones,3,3527.2,0.2,8465.28,7596.47,10.88,857.93,High,Retail,0.1013,868.81
ORD10186,INV20186,2024-02-12,2024,2,Feb,7,Monday,C1730,Customer 171,Central,India,P139,Phones Model 9,Electronics,Phones,2,1785.6,0.15,3035.52,1999.73,17.07,1018.72,Medium,Online,0.3356,1035.79
ORD10187,INV20187,2023-10-14,2023,10,Oct,41,Saturday,C1757,Customer 154,East,Myanmar,P502,Paper Model 40,Office Supplies,Paper,2,3462.85,0.2,5540.56,5472.52,28.01,40.03,Low,Retail,0.0072,68.04
ORD10188,INV20188,2025-09-30,2025,9,Sep,40,Tuesday,C1689,Customer 57,Central,India,P477,OTC Model 22,Pharmaceuticals,OTC,1,3200.33,0.15,2720.28,2438.47,12.84,268.97,Medium,Retail,0.0989,281.81
ORD10189,INV20189,2023-02-24,2023,2,Feb,8,Friday,C1592,Customer 296,Central,India,P901,Binders Model 50,Office Supplies,Binders,1,2729.42,0.05,2592.95,2081.78,88.39,422.78,Medium,Retail,0.163,511.17
ORD10190,INV20190,2023-12-16,2023,12,Dec,50,Saturday,C1586,Customer 359,Central,India,P348,Storage Model 3,Furniture,Storage,4,4479.34,0.0,17917.36,12797.97,83.56,5035.83,Low,Online,0.2811,5119.39
ORD10191,INV20191,2025-05-07,2025,5,May,19,Wednesday,C1626,Customer 242,South,Sri Lanka,P613,Tables Model 50,Furniture,Tables,4,348.74,0.0,1394.96,870.64,24.36,499.96,Medium,Retail,0.3584,524.32
ORD10192,INV20192,2024-10-27,2024,10,Oct,43,Sunday,C1934,Customer 273,West,Oman,P277,Prescription Model 30,Pharmaceuticals,Prescription,4,3959.01,0.1,14252.44,11839.22,54.84,2358.38,Medium,Retail,0.1655,2413.22
ORD10193,INV20193,2024-06-25,2024,6,Jun,26,Tuesday,C1305,Customer 116,Central,India,P385,Chairs Model 36,Furniture,Chairs,6,3417.13,0.1,18452.5,11720.61,12.76,6719.13,High,Retail,0.3641,6731.89
ORD10194,INV20194,2025-09-28,2025,9,Sep,39,Sunday,C1280,Customer 148,East,Bangladesh,P914,Binders Model 47,Office Supplies,Binders,5,1762.38,0.0,8811.9,5827.41,98.89,2885.6,Medium,Retail,0.3275,2984.49
ORD10195,INV20195,2025-03-19,2025,3,Mar,12,Wednesday,C1080,Customer 178,East,India,P394,Paper Model 46,Office Supplies,Paper,1,4341.81,0.15,3690.54,3141.75,49.48,499.31,Medium,Retail,0.1353,548.79
ORD10196,INV20196,2024-03-14,2024,3,Mar,11,Thursday,C1140,Customer 56,South,Maldives,P812,Binders Model 18,Office Supplies,Binders,5,2982.13,0.2,11928.52,12282.04,28.96,-382.48,Medium,Online,-0.0321,-353.52
ORD10197,INV20197,2023-04-14,2023,4,Apr,15,Friday,C1338,Customer 368,Central,India,P202,Chairs Model 27,Furniture,Chairs,3,3593.33,0.15,9162.99,8868.8,26.17,268.02,Low,Retail,0.0293,294.19
ORD10198,INV20198,2023-01-11,2023,1,Jan,2,Wednesday,C1488,Customer 334,Central,India,P999,Supplement Model 31,Pharmaceuticals,Supplement,2,4279.21,0.05,8130.5,5971.07,32.25,2127.18,High,Online,0.2616,2159.43
ORD10199,INV20199,2024-08-07,2024,8,Aug,32,Wednesday,C1870,Customer 20,North,India,P856,Storage Model 47,Furniture,Storage,4,859.44,0.05,3265.87,2294.1,97.25,874.52,Medium,Retail,0.2678,971.77
ORD10200,INV20200,2023-03-16,2023,3,Mar,11,Thursday,C1897,Customer 20,West,UAE,P993,Storage Model 19,Furniture,Storage,3,697.82,0.0,2093.46,1760.49,50.84,282.13,Low,Retail,0.1348,332.97
ORD10201,INV20201,2024-11-17,2024,11,Nov,46,Sunday,C1479,Customer 140,East,Bangladesh,P971,OTC Model 33,Pharmaceuticals,OTC,1,890.3,0.05,845.78,628.49,40.33,176.96,High,Online,0.2092,217.29
ORD10202,INV20202,2025-07-28,2025,7,Jul,31,Monday,C1809,Customer 152,East,Myanmar,P854,Chairs Model 22,Furniture,Chairs,4,876.86,0.2,2805.95,2105.47,13.3,687.18,Medium,Online,0.2449,700.48
ORD10203,INV20203,2025-04-10,2025,4,Apr,15,Thursday,C1097,Customer 95,West,Oman,P510,Paper Model 43,Office Supplies,Paper,7,604.0,0.05,4016.6,2667.55,15.14,1333.91,Medium,Distributor,0.3321,1349.05
ORD10204,INV20204,2023-01-14,2023,1,Jan,2,Saturday,C1976,Customer 169,East,Bangladesh,P871,Tables Model 18,Furniture,Tables,2,654.44,0.1,1177.99,897.45,94.05,186.49,Medium,Retail,0.1583,280.54
ORD10205,INV20205,2024-06-19,2024,6,Jun,25,Wednesday,C1476,Customer 158,East,Myanmar,P783,Chairs Model 8,Furniture,Chairs,2,784.3,0.05,1490.17,1327.02,96.86,66.29,Medium,Retail,0.0445,163.15
ORD10206,INV20206,2024-09-28,2024,9,Sep,39,Saturday,C1224,Customer 69,North,Bhutan,P729,Writing Model 15,Office Supplies,Writing,1,4761.47,0.15,4047.25,3531.75,88.11,427.39,Low,Retail,0.1056,515.5
ORD10207,INV20207,2025-02-04,2025,2,Feb,6,Tuesday,C1845,Customer 112,West,Oman,P921,Supplement Model 43,Pharmaceuticals,Supplement,4,198.37,0.05,753.81,509.71,73.42,170.68,Medium,Retail,0.2264,244.1
ORD10208,INV20208,2023-06-17,2023,6,Jun,24,Saturday,C1063,Customer 281,Central,India,P677,Paper Model 8,Office Supplies,Paper,3,3379.38,0.2,8110.51,6925.62,88.13,1096.76,Low,Retail,0.1352,1184.89
ORD10209,INV20209,2023-12-03,2023,12,Dec,48,Sunday,C1734,Customer 299,East,Myanmar,P796,OTC Model 14,Pharmaceuticals,OTC,5,3108.34,0.15,13210.44,12599.21,61.35,549.88,Low,Retail,0.0416,611.23
ORD10210,INV20210,2023-04-24,2023,4,Apr,17,Monday,C1572,Customer 237,West,India,P677,Prescription Model 4,Pharmaceuticals,Prescription,1,4658.2,0.1,4192.38,3525.6,70.89,595.89,Medium,Online,0.1421,666.78
ORD10211,INV20211,2023-01-07,2023,1,Jan,1,Saturday,C1717,Customer 33,South,Maldives,P533,Phones Model 23,Electronics,Phones,3,577.64,0.2,1386.34,1295.1,99.95,-8.71,Critical,Distributor,-0.0063,91.24
ORD10212,INV20212,2023-05-22,2023,5,May,21,Monday,C1138,Customer 393,West,India,P284,Writing Model 50,Office Supplies,Writing,1,4887.01,0.15,4153.96,3284.42,88.37,781.17,Low,Distributor,0.1881,869.54
ORD10213,INV20213,2025-07-07,2025,7,Jul,28,Monday,C1136,Customer 335,West,UAE,P777,Accessories Model 35,Electronics,Accessories,5,3354.59,0.1,15095.66,13290.11,78.61,1726.94,Low,Distributor,0.1144,1805.55
ORD10214,INV20214,2025-03-15,2025,3,Mar,11,Saturday,C1305,Customer 238,Central,India,P874,Chairs Model 2,Furniture,Chairs,3,2745.22,0.2,6588.53,4543.84,39.21,2005.48,Medium,Online,0.3044,2044.69
ORD10215,INV20215,2024-04-15,2024,4,Apr,16,Monday,C1959,Customer 372,South,Sri Lanka,P382,Paper Model 13,Office Supplies,Paper,3,2271.03,0.0,6813.09,4232.72,43.59,2536.78,Low,Retail,0.3723,2580.37
ORD10216,INV20216,2023-02-02,2023,2,Feb,5,Thursday,C1457,Customer 307,South,India,P708,Phones Model 3,Electronics,Phones,1,3037.07,0.0,3037.07,2279.21,65.75,692.11,Low,Online,0.2279,757.86
ORD10217,INV20217,2025-06-17,2025,6,Jun,25,Tuesday,C1296,Customer 120,South,Maldives,P243,Chairs Model 33,Furniture,Chairs,4,176.93,0.2,566.18,461.7,44.22,60.26,Low,Retail,0.1064,104.48
ORD10218,INV20218,2024-10-18,2024,10,Oct,42,Friday,C1423,Customer 154,South,Sri Lanka,P633,Storage Model 15,Furniture,Storage,5,3604.71,0.1,16221.19,15079.53,11.64,1130.02,Low,Distributor,0.0697,1141.66
ORD10219,INV20219,2023-12-25,2023,12,Dec,52,Monday,C1687,Customer 196,West,Oman,P452,OTC Model 42,Pharmaceuticals,OTC,1,3255.0,0.2,2604.0,2667.18,31.91,-95.09,Low,Online,-0.0365,-63.18
ORD10220,INV20220,2023-11-02,2023,11,Nov,44,Thursday,C1869,Customer 116,East,Bangladesh,P584,Storage Model 16,Furniture,Storage,3,552.03,0.1,1490.48,1152.24,33.11,305.13,High,Online,0.2047,338.24
ORD10221,INV20221,2025-08-06,2025,8,Aug,32,Wednesday,C1137,Customer 199,North,Bhutan,P670,Prescription Model 34,Pharmaceuticals,Prescription,3,1590.97,0.05,4534.26,3499.02,74.45,960.79,Low,Online,0.2119,1035.24
ORD10222,INV20222,2023-06-11,2023,6,Jun,23,Sunday,C1052,Customer 138,West,UAE,P841,Accessories Model 13,Electronics,Accessories,2,946.69,0.15,1609.37,1428.24,26.33,154.8,Medium,Retail,0.0962,181.13
ORD10223,INV20223,2023-05-30,2023,5,May,22,Tuesday,C1310,Customer 8,South,Maldives,P313,Tables Model 22,Furniture,Tables,2,2858.2,0.05,5430.58,3584.0,96.66,1749.92,High,Distributor,0.3222,1846.58
ORD10224,INV20224,2023-08-29,2023,8,Aug,35,Tuesday,C1329,Customer 398,West,India,P345,Tables Model 36,Furniture,Tables,3,3184.1,0.1,8597.07,7980.19,64.15,552.73,Low,Retail,0.0643,616.88
ORD10225,INV20225,2025-01-05,2025,1,Jan,1,Sunday,C1100,Customer 370,East,Bangladesh,P609,Binders Model 30,Office Supplies,Binders,3,3074.36,0.15,7839.62,6209.98,85.59,1544.05,High,Online,0.197,1629.64
ORD10226,INV20226,2024-02-21,2024,2,Feb,8,Wednesday,C1759,Customer 75,East,Bangladesh,P676,OTC Model 15,Pharmaceuticals,OTC,4,4121.94,0.0,16487.76,11164.22,70.08,5253.46,Low,Distributor,0.3186,5323.54
ORD10227,INV20227,2025-05-05,2025,5,May,19,Monday,C1583,Customer 126,East,India,P335,Tables Model 25,Furniture,Tables,2,2953.71,0.15,5021.31,3546.84,76.32,1398.15,Medium,Distributor,0.2784,1474.47
ORD10228,INV20228,2024-11-22,2024,11,Nov,47,Friday,C1814,Customer 181,East,Bangladesh,P272,Prescription Model 47,Pharmaceuticals,Prescription,2,167.01,0.05,317.32,248.04,64.64,4.64,Low,Retail,0.0146,69.28
ORD10229,INV20229,2024-01-12,2024,1,Jan,2,Friday,C1049,Customer 392,Central,India,P937,Phones Model 43,Electronics,Phones,2,2992.66,0.0,5985.32,4183.92,98.9,1702.5,Medium,Retail,0.2844,1801.4
ORD10230,INV20230,2024-04-18,2024,4,Apr,16,Thursday,C1466,Customer 192,North,Bhutan,P323,Chairs Model 33,Furniture,Chairs,2,2169.59,0.0,4339.18,3320.68,72.32,946.18,Medium,Retail,0.2181,1018.5
ORD10231,INV20231,2025-09-16,2025,9,Sep,38,Tuesday,C1012,Customer 9,West,India,P664,Accessories Model 27,Electronics,Accessories,2,3635.48,0.2,5816.77,5260.66,34.67,521.44,Medium,Retail,0.0896,556.11
ORD10232,INV20232,2024-08-10,2024,8,Aug,32,Saturday,C1536,Customer 77,North,Bhutan,P209,OTC Model 7,Pharmaceuticals,OTC,1,4476.24,0.05,4252.43,2719.59,39.1,1493.74,Low,Retail,0.3513,1532.84
ORD10233,INV20233,2024-12-26,2024,12,Dec,52,Thursday,C1578,Customer 125,East,Bangladesh,P515,Laptops Model 30,Electronics,Laptops,2,2619.35,0.05,4976.76,2987.55,82.03,1907.18,Low,Retail,0.3832,1989.21
